on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_171,0.1964,1.333270088,0.604408927,5,0.03004,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_172,0.0948,0.983438595,0.748744283,3,0.028466667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_173,0.1276,1.142793843,0.67920783,4,0.0283,0.141230068,0.223019025
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_174,0.129,1.108592687,0.712808115,3,0.0398,0.295343137,0.160179856
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_175,0.1046,1.082229602,0.71060747,3,0.0296,0.08984726,0.496510132
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_176,0.1232,1.086910434,0.683401061,3,0.0372,0.259328358,0.141961422
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_177,0.071,0.971806768,0.743822631,2,0.0348,0.027231467,0.50208856
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_178,0.0498,0.801503994,0.869830242,1,0.049,0.088942308,0.234749987
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_179,0.0678,0.859998844,0.800812664,2,0.0312,0.04358655,0.469126845
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_17,0.056,0.792882195,0.819829174,1,0.055,0.085365854,0.370845347
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_180,0.0834,0.895540501,0.795508117,2,0.0384,0.071836735,0.375574999
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_181,0.093,1.028370522,0.740465978,3,0.027666667,0.22496749,0.202449418
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_182,0.0648,1.038485795,0.706946361,2,0.0322,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_183,0.1218,1.170317239,0.628088814,4,0.02705,0.208221626,0.213068798
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_184,0.204,1.949706464,0.542369417,7,0.0238,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_185,0.048,0.776068199,0.879198605,2,0.0223,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_186,0.0858,1.135436615,0.580589806,2,0.0391,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_187,0.0736,0.957226071,0.712949434,3,0.022866667,0.098013245,0.626007704
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_188,0.0964,1.073897887,0.74200751,3,0.027866667,0.242326333,0.179364355
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_189,0.0744,0.952557125,0.77403211,3,0.022133333,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_18,0.1396,1.307037166,0.608867889,3,0.036466667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_190,0.0804,0.995809472,0.75878432,2,0.0385,0.211764706,0.346404741
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_191,0.087,1.079286067,0.709794841,2,0.0433,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_192,0.091,0.956795207,0.789139445,3,0.026333333,0.343711083,0.150144849
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_193,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_194,0.1044,1.128702435,0.740432232,3,0.031866667,0.236820762,0.359819481
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_195,0.1848,1.405594587,0.623166821,5,0.03248,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_196,0.0876,0.999971686,0.766417203,3,0.025933333,0.155704698,0.332603443
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_197,0.094,1.045386616,0.702087759,3,0.027333333,0.223776224,0.135901109
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_198,0.123,1.202110966,0.692100694,4,0.027,0.306024096,0.218265448
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_199,0.0732,0.943611269,0.765784041,2,0.0343,0.148148148,0.200641322
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_19,0.0956,1.061221436,0.713242483,3,0.0288,0.227884615,0.228828039
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_1,0.137,1.179314004,0.670669418,6,0.0188,0.04845815,0.395627354
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_200,0.143,1.163521326,0.666331247,5,0.02436,0.126596335,0.361441603
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_201,0.051,0.780849613,0.891552235,1,0.051,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_202,0.1088,1.022363663,0.807973248,3,0.031,0.247706422,0.025822949
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_203,0.0962,1.078594025,0.671612662,3,0.026933333,0.123376623,0.318364212
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_204,0.0634,0.871373316,0.761468138,2,0.0299,0.077777778,0.247052048
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_205,0.0528,0.943770699,0.758797349,2,0.0256,0.008915305,0.301526888
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_206,0.0648,0.878435505,0.786015334,1,0.0594,0.131487889,0.209522626
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_207,0.1486,1.299452323,0.710663668,5,0.02312,0.146798542,0.4325998
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_208,0.1062,1.071025278,0.719711418,3,0.032,0.138314785,0.298073211
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_209,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_20,0.1318,1.134725078,0.789365287,2,0.0612,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_210,0.1392,1.262910959,0.676480914,5,0.0226,0.234855545,0.14156608
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_211,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_212,0.0676,0.913514887,0.809450786,2,0.0315,0.04526404,0.30511707
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_213,0.0656,0.853727948,0.82178622,1,0.0656,0,0.904402032
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_214,0.053,0.794497359,0.885370818,1,0.053,0.174509804,0.080331379
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_215,0.1708,1.554348985,0.550535063,7,0.020114286,0.077900085,0.233137282
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_216,0.152,1.319957833,0.625003769,4,0.03305,0.097196262,0.292643962
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_217,0.0958,0.977554475,0.778052214,2,0.0437,0.110567515,0.420525006
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_218,0.1522,1.322312786,0.639997208,4,0.0348,0.07000407,0.381851421
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_219,0.1366,1.389156093,0.595582098,3,0.039066667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_21,0.07,0.986523519,0.816889869,1,0.0646,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_220,0.126,1.386760873,0.682575627,3,0.040866667,0.082813891,0.353283718
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_221,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_222,0.0602,0.83710969,0.822753977,2,0.0258,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_223,0.0538,0.808274999,0.829112644,2,0.0247,0.236080178,0.239742994
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_224,0.0824,0.918055806,0.777782947,2,0.0381,0.171779141,0.274061302
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_225,0.1204,1.346569549,0.665904585,5,0.01892,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_226,0.0546,0.79311643,0.876973829,1,0.0546,0.101973684,0.166255694
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_227,0.0604,0.833404094,0.860168026,2,0.0228,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_228,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_229,0.0636,0.831533356,0.799002596,2,0.0286,0.090909091,0.206294819
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_22,0.18,1.326247235,0.676278039,4,0.0397,0.354888376,0.035667848
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_230,0.1072,1.023452746,0.849438668,2,0.049,0.217454545,0.160778993
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_231,0.1724,1.342051839,0.650006121,3,0.050533333,0.111762244,0.359529531
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_232,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_233,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_234,0.084,0.965016673,0.758175006,2,0.0401,0.077304262,0.479009772
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_235,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_236,0.0414,0.713547685,0.867247435,1,0.0414,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_237,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_238,0.1322,1.274793565,0.621028078,3,0.039333333,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_23,0.0434,0.795879188,0.889177068,1,0.0422,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_24,0.1056,1.077045651,0.72270334,3,0.031666667,0.212404418,0.186538001
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_27,0.041,0.742274824,0.856086546,1,0.041,0.123015873,0.312164652
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_28,0.0948,1.067386884,0.745603872,3,0.028533333,0.105943152,0.353569855
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_29,0.0816,0.966376272,0.795373646,3,0.023333333,0.080727686,0.376550849
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_2,0.1212,1.199107155,0.759437734,4,0.02545,0.098915989,0.221066531
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_30,0.0536,0.828890705,0.807953327,2,0.0248,0.189349112,0.168004298
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_31,0.1022,1.024573871,0.734951027,2,0.0426,0.12,0.261124867
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_32,0.065,0.900948969,0.81809457,2,0.0309,0.137007874,0.292616082
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_33,0.0956,1.004981761,0.761187291,2,0.0455,0.243412798,0.150355175
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_34,0.051,0.826908132,0.783851584,1,0.047,0.373096447,0.083914633
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_35,0.0744,1.035583673,0.725535272,3,0.022533333,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_36,0.0796,0.95816599,0.81330629,2,0.0378,0.03776435,0.398051826
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_37,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_38,0.0822,0.944190537,0.735285719,1,0.0712,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_3,0.085,1.058741882,0.714116452,3,0.026266667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_40,0.1122,1.226560396,0.805529939,3,0.032733333,0.233451957,0.207591206
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_41,0.0746,0.92890639,0.750553445,2,0.0337,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_43,0.0806,0.915093988,0.793418377,1,0.0806,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_46,0.1236,1.241617827,0.66860702,2,0.0589,0.18166287,0.171179047
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_47,0.0818,1.030750233,0.756907231,2,0.0398,0.14011209,0.171193472
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_48,0.0688,0.962239722,0.844000816,1,0.0688,0.175033921,0.191579562
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_49,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_4,0.1204,1.131399965,0.641773366,5,0.01992,0.088618593,0.389797538
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_50,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_51,0.151,1.270825391,0.690754659,2,0.0629,0.183442525,0.242426122
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_52,0.0626,0.887091524,0.792306391,2,0.0287,0.29876161,0.056334329
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_53,0.0654,0.943741532,0.909083182,1,0.0654,0.148366363,0.119872822
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_54,0.08,0.965600706,0.89004278,1,0.08,0.208526413,0.362856884
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_55,0.1404,1.213982805,0.630024756,4,0.0322,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_56,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_57,0.061,0.816543777,0.868469925,1,0.061,0.098471986,0.451731618
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_58,0.1524,1.300052536,0.594740052,5,0.0232,0.111111111,0.211410248
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_59,0.0754,1.028515851,0.858914671,1,0.07,0.138461538,0.235880121
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_5,0.1226,1.17983059,0.688075883,3,0.034333333,0.140642303,0.166445016
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_60,0.0436,0.724548769,0.915398643,1,0.0436,0,0.577458888
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_61,0.0782,0.897036996,0.85297159,1,0.0782,0.10139417,0.330595024
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_62,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_63,0.1,1.039194785,0.695967581,3,0.031333333,0.274117647,0.159591214
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_64,0.0906,1.053154861,0.70671115,2,0.0444,0.317857143,0.080801114
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_65,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_66,0.0982,1.024125753,0.796116918,3,0.029466667,0.019607843,0.509719428
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_67,0.1228,1.154072192,0.724188649,4,0.02465,0.349834983,0.09332312
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_68,0.0562,0.884542918,0.81867268,2,0.0263,0.112810707,0.234982719
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_69,0.0656,0.837027091,0.827331419,1,0.0656,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_6,0.0868,1.070107978,0.726415164,2,0.0404,0.085686465,0.411024796
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_70,0.0688,0.911333762,0.785005915,2,0.0315,0.497767857,0.040011227
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_71,0.0808,0.916169211,0.786704869,1,0.0808,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_72,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_73,0.0684,0.851286343,0.787055867,1,0.0648,0.19047619,0.311166029
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_75,0.075,0.898487931,0.775888623,3,0.022066667,0.281288724,0.254838487
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_76,0.1172,1.081856775,0.77590082,3,0.034666667,0.057172557,0.463042217
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_77,0.1162,1.127456485,0.70341502,5,0.0192,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_78,0.1258,1.087404124,0.762677797,3,0.037466667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_79,0.183,1.243824466,0.674322002,5,0.02796,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_7,0.1084,1.205870754,0.668253613,3,0.030733333,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_80,0.0662,1.007410969,0.716109563,3,0.0188,0.177722153,0.23159686
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_82,0.053,0.816714798,0.750490871,1,0.047,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_83,0.1258,1.074478245,0.704369672,3,0.037466667,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_84,0.0998,1.071182029,0.795372509,2,0.0404,0.180602007,0.215420223
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_85,0.0928,0.963277087,0.766582327,3,0.0256,0.106017192,0.291679234
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_86,0.047,0.77001395,0.894963895,1,0.047,0.184466019,0.197382078
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_87,0.0654,0.852222827,0.841949822,2,0.0298,0.320093458,0.167786649
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_88,0.0496,0.777469913,0.870131483,1,0.0496,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_89,0.0962,1.163238879,0.698523273,2,0.0474,0.089686099,0.241149921
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_8,0.0848,1.021360676,0.732970118,2,0.0407,0.222862632,0.108825741
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_91,0.0798,1.034356018,0.76021168,2,0.0335,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_92,0.055,0.820571092,0.865764678,1,0.055,0.113673806,0.378225747
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_93,0.0462,0.821656047,0.91409042,1,0.0462,0.058139535,0.394435526
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_94,0.0894,0.958909172,0.763849764,2,0.0355,0.036231884,0.585147983
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_95,0.1174,1.161879775,0.699877755,2,0.0528,0.202146691,0.378566004
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_96,0.0642,0.908896964,0.822119751,1,0.0564,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_97,0.1042,1.152610393,0.683181799,3,0.029333333,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_98,0.0704,0.91598134,0.796782129,2,0.032,NaN,NaN
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_99,0.138,1.136330646,0.722175008,2,0.0599,0.022573363,0.482623841
20200721_RI512_RAD21-AID_AUX-CTL_102a_102b_SIR_2C_ALN_THR_9,0.0742,0.884628613,0.792529894,1,0.0742,0.001242236,0.487281344
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_10,0.1226,1.038544257,0.774624239,2,0.052,0,0.765706013
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_12,0.2176,1.342421584,0.659461909,4,0.0491,0.070918087,0.412429213
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_13,0.0858,0.945964641,0.796725262,2,0.0412,0.00892133,0.5435727
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_14,0.0886,0.972863338,0.757687377,3,0.026066667,0.015644556,0.568673508
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_15,0.1196,1.025702731,0.753029855,3,0.0318,0.22483468,0.187315098
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_16,0.0956,1.160023956,0.720084206,2,0.0381,0.044865404,0.403964783
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_17,0.1578,1.241021109,0.683221997,5,0.02768,0,0.570717133
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_18,0.1994,1.244931415,0.688683979,4,0.0429,0,0.699540448
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_19,0.1436,1.271812921,0.712604777,3,0.045466667,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_20,0.2324,1.289717594,0.679010825,5,0.03688,0.155567118,0.351690227
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_21,0.1924,1.307608801,0.596821777,5,0.03424,0.021681416,0.735180775
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_22,0.215,1.468459814,0.760051273,3,0.060133333,0.011036468,0.597627123
20200116_RI512_RAD21-AID_AUX-CTL_111_112_SIR_2C_ALN_THR_23,0.083,0.965177616,0.872182364,1,0.083,0.009438414,0.966318243
